Party,Handle,Tweet
BJP,bjp4india,"We have continued with a single approach towards the Kashmir but if the problems persist even after 70 years, it becomes imperative for us to review and adopt a new approach. We are all for development but there will be no place for separatists and terrorists here: Shri @AmitShah  https://t.co/xrrjlUUZ6d"
BJP,bjp4india,"We reviewed 2,000 cases of security cover given to the separatists and anti-India forces and completely withdrew it in 919 cases that included 18 separatist leaders. We firmly believe this was necessary to curb and defeat separatism and terrorism: HM Shri @AmitShah"
BJP,bjp4india,"""We must learn from history. Congress must answer for the historical blunders done by them:  Why did Nehru govt go to the UN despite Kashmir's accession to India?  Why did he agree for a plebiscite, that is in any case out of question today?""  Shri @AmitShah in Rajya Sabha  https://t.co/k0Tddjw6Yp"
BJP,bjp4india,"Modi govt is clear that infiltration must be curbed and infiltrators must be identified and sent away. For this, we are committed to NRC. As for the persecuted Hindu refugees, we will also bring Citizenship Amendment Bill to grant the Indian citizenship: HM Shri @AmitShah  https://t.co/3YcTyx01qq"
BJP,bjp4india,"Modi government's commitment to the policy of 'Jamhooriyat, Insaniyat, Kashmiriyat' should not be taken to mean that the forces who want to divide India will be spared. They will be given an appropriate response in their same language: HM Shri @AmitShah"
BJP,bjp4india,"Modi govt has ensured that all people centric development schemes of Central &amp; State governments reach to every village of Jammu and Kashmir even under the President's rule. This manifests the spirit of 'Jamhooriyat, Insaniyat, Kashmiriyat' practiced by Modi govt: HM @AmitShah  https://t.co/Zs2HWNMau7"
BJP,bjp4india,"Jammu and Kashmir is an integral part of India and it can never be ceded away from India. Narendra Modi govt is committed to pursue its policy of 'zero tolerance' against terrorism relentlessly and to the uniform and equal development of Jammu, Kashmir and Ladakh: Shri @AmitShah"
BJP,bjp4india,"HM Shri @AmitShah's reply on the President’s rule &amp; Reservation (Amendment) Bill in J&amp;K, Rajya Sabha.  https://t.co/YfYvslOb6P"
BJP,bjp4india,"Shri @byadavbjp's speech on the continuation of President's Rule in Jammu and Kashmir for 6 months and the Jammu and Kashmir Reservation (Amendment) Bill, 2019 in Rajya Sabha, 01.07.2019.  https://t.co/4IYY75jJml"
BJP,bjp4india,"In such a scenario, there is no other option left with the Central government other than extending the President's rule in Jammu and Kashmir by 6 months: Shri @AmitShah"
BJP,bjp4india,"Election Commission has decided, after consulting all stakeholders and taking into account religious events, festivals and security situation in the state, that it will want to hold Assembly elections in J&amp;K by the end of this year: Shri @AmitShah  https://t.co/syBV2W89zR"
BJP,bjp4india,"Live: HM Shri @AmitShah's speech on the President’s rule &amp; Reservation (Amendment) Bill in J&amp;K, Rajya Sabha.  https://t.co/WnYD6tNCxo"
BJP,bjp4india,Four Years of Digital India. #DigitalIndiaNewIndia  https://t.co/ggekVU8TV2
BJP,bjp4india,Digital India has brought ease and convenience to the lives of senior citizens through Jeevan Pramaan as now pensioners are able to produce their life certificate without visiting bank branch. #DigitalIndiaNewIndia  https://t.co/HzMlCquJM3
BJP,bjp4india,BHIM mobile app enables users to make a fast and secure cashless payment anytime and anywhere. Bank account to bank account transactions now happens from your mobile phone. #DigitalIndiaNewIndia  https://t.co/Yy5YtVvhcl
BJP,bjp4india,eCourts app has brought reforms in justice delivery system. This app gives details of Court Cases to lawyers and litigants on their phones. #DigitalIndiaNewIndia  https://t.co/3ercUSzlqv
BJP,bjp4india,Indian Code Portal is a digital repository of 882 Central acts created for easy access to citizens. #DigitalIndiaNewIndia  https://t.co/TAdZr4GZl2
BJP,bjp4india,Aadhaar is the world’s largest digital identity initiative giving a unique digital identity to 123 Crore Indians. This has made direct benefit transfer possible by curbing corruption and eliminating fake beneficiaries. #DigitalIndiaNewIndia  https://t.co/vTWFclyohC
BJP,bjp4india,DigiLocker is an initiative under the @_DigitalIndia program that allows the users to share and access their digital document anywhere and at anytime. #DigitalIndiaNewIndia  https://t.co/9j6XrWlpUO
BJP,bjp4india,National Scholarship Portal is one stop solution for all the scholarship needs of students. #DigitalIndiaNewIndia  https://t.co/LTot5RNGmW
BJP,bjp4india,Now there is no need to stand in long queues to take appointments when you can get it online. Common Service Centres offer various digital services to people in rural areas so that they can access all the services with ease. #DigitalIndiaNewIndia  https://t.co/Dy19whegA2
BJP,bjp4india,Nyaya Bandhu mobile app is a Digital India initiative that provides the provision of free legal aid to needy people. The app connects the needy litigants with lawyers who are willing to offer such pro-bono services. #DigitalIndiaNewIndia  https://t.co/jDREXEilf2
BJP,bjp4india,"World's largest financial inclusion initiative, Pradhan Mantri Jan Dhan Yojana (PMJDY) has benefited many people in rural areas. Under this scheme, 35.92 crore beneficiaries have opened their accounts. #DigitalIndiaNewIndia  https://t.co/NUIywIArMG"
BJP,bjp4india,"Under the leadership of PM @narendramodi, Digital India completes its successful four years that has brought prosperity, transparency &amp; inclusive growth in India. #DigitalIndiaNewIndia  https://t.co/hkQ13FwShD"
BJP,bjp4india,.@UmangOfficial_ app provides 380 govt services from 76 departments in 13 languages. #DigitalIndiaNewIndia  https://t.co/J7KoCoRu1A
BJP,bjp4india,BharatNet is one of the largest digital networks of the word that has connected 1.19 Lakh Gram Panchayats with optical fiber internet network. It aims to connect all the 2.5 Lakh Gram Panchayats with high-speed internet. #DigitalIndiaNewIndia  https://t.co/278vM86WBS
BJP,bjp4india,"Common Services Centers provide digital delivery of government services to rural citizens even in the remote locations of India. The number of CSC has widely increased to 3.65 Lakh in 2019 from 83,000 in 2014. 2.39 Lakh Gram Panchayats have at least one CSC. #DigitalIndiaNewIndia  https://t.co/chVu806k7e"
BJP,bjp4india,DBT has eliminated the middlemen and enabled the transfer of subsidies to the bank accounts of the deserving beneficiaries. DBT has led to saving of Rs. 1.41 lakh crore which was earlier being pocketed by middlemen and fake beneficiaries. #DigitalIndiaNewIndia  https://t.co/3H6dCaD5NU
BJP,bjp4india,"A one-stop solution for connecting hospitals and doctors on the digital platform. e-hospital, a Digital India initiative where appointments can be booked online in 322 hospitals across 25 States. #DigitalIndiaNewIndia  https://t.co/ps1HoCAdJG"
BJP,bjp4india,DARPAN – “Digital Advancement of Rural Post Office for A New India” is the India Post initiative launched to provide banking services to un-banked rural citizens so that they can avail all services with ease. #DigitalIndiaNewIndia  https://t.co/HGtGrw2WDm
BJP,bjp4india,.@IndiaPostOffice is one of the world's largest digital postal network that has connected 1.55 Lakh Post Offices digitally. #DigitalIndiaNewIndia  https://t.co/jM5v6VrEfX
BJP,bjp4india,Now getting pension through Jeevan Pramaan (Digital Life Certificates) has become easy as now 2.59 crore pensioners are able to get their life certificates at their doorsteps. #DigitalIndiaNewIndia  https://t.co/DDbuq6A9Mp
BJP,bjp4india,"Tele-Law provides legal services to the poor from the Panel Lawyers through video conferencing and telephone available in Common Services Centres at Gram Panchayat. As now 68,772 beneficiaries have been provided with Legal advice. #DigitalIndiaNewIndia  https://t.co/dH0GsVPbgM"
BJP,bjp4india,IT jobs have reached smaller towns across India. Youth is getting jobs near their home towns. #DigitalIndiaNewIndia  https://t.co/JQuIrJKqWx
BJP,bjp4india,Experience the most convenient way of bill payments with Bharat BillPay. #DigitalIndiaNewIndia  https://t.co/SkcKxUWB9M
BJP,bjp4india,Cashless transitions have now become simpler and convenient thanks to BHIM UPI. #DigitalIndiaNewIndia  https://t.co/KlVbdSIrwu
BJP,bjp4india,India Post Payments Bank provides doorstep banking services by Postmen and Gramin Dak Sewaks in rural areas. Now 2.23 lakh smartphones and biometric devices are connected digitally through App. #DigitalIndiaNewIndia  https://t.co/S6plvoutDt
BJP,bjp4india,".@digilocker_ind allows you to keep all your digital copies of documents like driving license, PAN, Aadhaar, school certificates, all safe in one place. #DigitalIndiaNewIndia  https://t.co/TbAiZ0Hlig"
BJP,bjp4india,"In pictures: BJP Working President Shri @JPNadda listening Prime Minister Shri @narendramodi's #MannKiBaat at Raj Vatika, Near Ajmal Khan Park, Karol Bagh, Delhi.  https://t.co/4lbAr6gAjw"
BJP,bjp4india,"Glimpses: BJP National President and Union Home Minister, Shri @AmitShah listening Prime Minister Shri @narendramodi's 'Mann Ki Baat' at Kakrola Stadium, Dwarka, Delhi. #MannKiBaat  https://t.co/hYZQSQ2mM3"
BJP,bjp4india,Healthy people help build a healthy society and yoga ensures the same. That is why promoting yoga is no less than a social service: PM Shri @narendramodi #MannKiBaat  https://t.co/ctMbl118lA
BJP,bjp4india,"When the Emergency was imposed, protests were not confined to the political circles or politicians. There was anger in the conscience of everyone.  During the Emergency, people realised that 'something' was snatched: PM #MannKiBaat  https://t.co/0AZNAwgF6H"
BJP,bjp4india,LIVE: Prime Minister @narendramodi's #MannKiBaat with the Nation begins.  https://t.co/JOQlaxfzfX
BJP,bjp4india,PM Shri @narendramodi will address the nation through #MannKiBaat program on 30 June 2019 at 11 am.   Listen him live at   https://t.co/vpP0MInUi4   https://t.co/KrGm5idRUX   https://t.co/jtwD1z6SKE   You may also listen it in the 'Narendra Modi App' -  https://t.co/f0ytXYhIVp  https://t.co/sihFO7ifCB
BJP,bjp4india,Deferred LIVE: Shri @JPNadda inaugurates Delhi State Working Committee Meeting in New Delhi.  https://t.co/OgLtZHIffF
BJP,bjp4india,"HM @AmitShah addresses the inaugural session of the annual conference on capacity building of SDRFs, Civil Defence, Home Guards &amp; Fire Services.  https://t.co/ikdsiRS0En"
BJP,bjp4india,"Smt. @M_Lekhi's speech on the Jammu and Kashmir Reservation (Amendment)  Bill, 2019 in Lok Sabha.   https://t.co/s42gp55o92"
BJP,bjp4india,".@DrJitendraSingh's speech on the Jammu and Kashmir Reservation (Amendment)  Bill, 2019 in Lok Sabha.  https://t.co/873n9cwVpv"
BJP,bjp4india,"Smt. @poonam_mahajan's speech on the Jammu and Kashmir Reservation (Amendment) Bill, 2019 in Lok Sabha.  https://t.co/ciO7IPc4L8"
BJP,bjp4india,Article 370 is the temporary provision in the Constitution of India: Home Minister Shri @AmitShah in Lok Sabha  https://t.co/oPabyAMs15
BJP,bjp4india,"LIVE: HM Shri @AmitShah's speech on the President’s rule &amp; Reservation (Amendment) Bill in Jammu and Kashmir, Lok Sabha.  https://t.co/MywCBfBSWJ"
BJP,bjp4india,"LIVE: HM Shri @AmitShah moves Jammu and Kashmir Reservation (Amendment) Bill, 2019 in Lok Sabha.  https://t.co/4AYW207xBo"
BJP,bjp4india,"PM Shri @narendramodi attends BRICS Meeting on the sidelines of #G20Summit in Osaka, Japan.  Read PM Modi’s remarks at  https://t.co/s1gJk4MM05  https://t.co/E6H9JJ0t69"
BJP,bjp4india,"PM Shri @narendramodi with PM of Japan @abeshinzo and President of US @realDonaldTrump in a Trilateral Meeting of JAI (Japan-America-India) on margins of #G20 Summit in Osaka, Japan.  https://t.co/Pd6iRnI7qN"
BJP,bjp4india,"Union Minister of State for AYUSH Shri @shripadynaik's reply on The Homoeopathy Central Council (Amendment) Bill, 2019 in Lok Sabha. @moayush    https://t.co/o5sMA3nxEk"
BJP,bjp4india,"Union Minister for Environment, Forest and Climate Change Shri @PrakashJavdekar's reply on the situation arising due to climate change in the country and the step taken by the Government in regard thereto.  https://t.co/zTmWpwHUUG"
BJP,bjp4india,"Union Minister of State for AYUSH Shri @shripadynaik moves The Homoeopathy Central Council (Amendment) Bill, 2019 in Lok Sabha. @moayush   https://t.co/YklKEm1D8j"
BJP,bjp4india,"Union Minister for Commerce and Industry Shri @PiyushGoyal's reply on The Special Economic Zones (Amendment) Bill, 2019 for consideration and passing in Rajya Sabha.  https://t.co/Jyn9P3Qx20"
BJP,bjp4india,"Union Minister for Commerce and Industry Shri @PiyushGoyal moves The Special Economic Zones (Amendment) Bill, 2019 for consideration and passing in Rajya Sabha.  https://t.co/Ugzm0Z68iy"
BJP,bjp4india,"In pictures: Union Home Minister and BJP National President Shri @AmitShah interacting with state office bearers, ex-MPs and ex-MLA of BJP Jammu &amp; Kashmir unit in Srinagar today.  https://t.co/fFiyYFtzFY"
BJP,bjp4india,"LIVE: PM Shri @narendramodi addresses the Indian community in Kobe, Japan.  https://t.co/orWbGxqd90"
BJP,bjp4india,Some eminent personalities from Telangana join BJP in the presence of Shri @PMuralidharRao at BJP HQ.  https://t.co/TtyMXFwx4P
BJP,bjp4india,"Union Minister for Commerce and Industry Shri @PiyushGoyal's reply on 'The Special Economic Zones (Amendment) Bill, 2019' in Lok Sabha on 26.06.2019.   https://t.co/XuAV7DyZBP"
BJP,bjp4india,"Prime Minister Shri @narendramodi being welcomed by Indian Community upon his arrival in Osaka, Japan to attend #G20 Summit.  https://t.co/4Qpj3ZBTDo"
BJP,bjp4india,"Union Minister for Commerce and Industry Shri @PiyushGoyal’s speech on The Special Economic Zones (Amendment) Bill, 2019 in Lok Sabha.  https://t.co/PzEUR6N5xF"
BJP,bjp4india,Sushree @SarojPandeyBJP's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/MwZORjw808
BJP,bjp4india,"Rajiv Gandhi govt had accepted NRC under Assam Accord. We are implementing it after Supreme Court’s intervention. Why isn’t Congress taking credit for it?  For us, it’s not a matter of vote bank politics but an issue of country’s unity, integrity and a prosperous future: PM Modi  https://t.co/enjGEmEGJx"
BJP,bjp4india,Former President Shri @CitiznMukherjee had clearly said that 'it is that the majority has got the mandate to rule and the minority has got the mandate to oppose but nobody has got the mandate to obstruct'. We all must follow this mantra in letter and spirit: PM @narendramodi
BJP,bjp4india,We should distinguish between advertisement and awareness campaigns. Campaigns to effect behavioural changes like educating children to wash hands before eating should not be seen as govt advertisements: PM @narendramodi  https://t.co/YWpKDLS0o9
BJP,bjp4india,"Like we must not differentiate between good and bad terrorism, we must apply uniform yardstick to all acts of violence wherever they take place, in Jharkhand, Bengal or Kerala. This will give a clear message to the perpetrators that the country is against them: PM @narendramodi  https://t.co/6d122yfpNi"
BJP,bjp4india,"The ecosystem of those who have lost elections tried to use the EVMs to derail the poll process and instil mistrust in the minds of the people. After all this, the VVPATs have decisively put this issue to rest: PM @narendramodi"
BJP,bjp4india,It was said that Jharkhand has become the epicentre of mob lynching and mob violence. Everyone including me is grieved at the loss of life of the youth and the guilty should be given harsh punishment but is it right to defame the whole state of Jharkhand?: PM @narendramodi
BJP,bjp4india,"EVMs were first used in 1982. In 1988, Parliament gave them legal sanction through a law. In 1992, Congress govt framed rules for their use. So far, 113 State Assembly &amp; 4 Lok Sabha elections have been held using them. Courts have given positive verdicts on them: PM @narendramodi"
BJP,bjp4india,"The Election Commission invited all political parties on the issue of EVMs but only two parties, CPI &amp; NCP went. Why did the rest of the parties questioning the EVMs today not even go: PM @narendramodi"
BJP,bjp4india,"There is a new trend to raise questions over EVMs after losing elections. BJP was also reduced to 2 members once but instead of blaming the poll procedures, we continued to work with firm belief in our Karyakartas, ideology &amp; the people. That's the difference: PM @narendramodi"
BJP,bjp4india,"Due to narrow-mindedness and perversity of thoughts, if some people do not accept the mandate of the people by saying that 'you may have won the election but the country has lost', there can be nothing more insulting for our democracy than this: PM @narendramodi"
BJP,bjp4india,"All members of the Rajya Sabha are always curious to listen to the eloquence of Shri @arunjaitley in all sessions, however he is recuperating from a health condition. We miss him this time but hope we will have the privilege of hearing him again soon enough: PM @narendramodi"
BJP,bjp4india,Watch: PM @narendramodi's reply to the motion of thanks on the President's Address in the Rajya Sabha.  https://t.co/M0DyKLJ0Em
BJP,bjp4india,Smt. Kanta Kardam's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/QHfXSEcZN8
BJP,bjp4india,Shri @alphonstourism's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/zSsYGoFnxX
BJP,bjp4india,Shri @DrKirodilalBJP's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/agfMy8pZol
BJP,bjp4india,Miracles happen!  Poor who could not think of a proper shelter are now proud owners of pucca houses under PMAY(U). #TransformingUrbanLandscape  https://t.co/f7dTvqbDkD
BJP,bjp4india,Shri @RamvicharNetam's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/pGIdjhkLKS
BJP,bjp4india,Shri @RKSinhaBJP's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/PCEh6W4bpr
BJP,bjp4india,Shri @GVLNRAO's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/HeB93d6dtb
BJP,bjp4india,Shri Kailash Soni's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/RobdYls7HZ
BJP,bjp4india,Shri @vinay1011's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/7uQplhQGyW
BJP,bjp4india,Shri @mansukhmandviya's speech on Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/JEDfvZBEFo
BJP,bjp4india,Shri @jayantsinha's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/muWp8P68i7
BJP,bjp4india,Shri @MPLadakh's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/DF4O0xvJgQ
BJP,bjp4india,Smt. @M_Lekhi's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/bz3lehgzU0
BJP,bjp4india,Shri @Arvindharmapuri's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/52DV0E2tO1
BJP,bjp4india,Shri S. P. Singh Baghel's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/AZeDyBJDwG
BJP,bjp4india,Shri @TapirGao's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/TGerpLL1Xv
BJP,bjp4india,"BJP delegation led by Shri @SSAhluwaliaMP submits its report to BJP National President and Home Minister Shri @AmitShah on BJP workers' killings and violence in Bhatpara, West Bengal.  https://t.co/hUh6ziyt1P"
BJP,bjp4india,"A Congress minister at the time of Shah Bano case has said in an interview, that is very shocking, that some Congress ministers were of the view that 'upliftment of Muslims is not the responsibility of the Congress, if they want to lie in gutter, let them be'. #PMInLokSabha"
BJP,bjp4india,Congress has missed two historical opportunities on the issue of women empowerment. They first missed in 1950s when Uniform Civil Code was being debated and then after 35 years when Shah Bano case came up. Now is third chance when they can support Triple Talaq Bill. #PMInLokSabha  https://t.co/9sXzWkt3ov
BJP,bjp4india,There is no place for corruption in our nation.  Our fight against corruption will continue: PM @narendramodi #PMInLokSabha  https://t.co/jbtd1qJisp
BJP,bjp4india,"Our fight against corruption will continue with full honesty and earnestness, without any vindictiveness. Our job is to pursue cases fairly, to punish the guilty or granting them bail is the job of the judiciary. We follow the rule of law: PM @narendramodi #PMInLokSabha"
BJP,bjp4india,"Sardar Sarovar Dam was the brainchild of Sardar Patel. But work on this Dam kept getting delayed. As CM of Gujarat, I had to observe a fast for getting this project going. After NDA govt took office, the pace of work has increased immensely, benefitting many people. #PMInLokSabha"
BJP,bjp4india,"Today is 25th June. Not many people know the significance of this date. Emergency was imposed on this date when the Constitution was trampled over, media was gagged &amp; judiciary bullied? We should not forget those dark days so that no one thinks of repeating them: PM #PMInLokSabha  https://t.co/zEK7qsWGfs"
BJP,bjp4india,We don't believe in cutting our opponents down to size. We do not even compete with them who seem to fly so high that they are cut off the realities on the ground. Our motto is to remain rooted to the ground realities and work for the betterment of the people: PM #PMInLokSabha  https://t.co/UHtJ5pQT1F
BJP,bjp4india,"After Independence, we unfortunately, accepted a culture in which common people had to struggle with the system for their basic rights. It's not easy to change but my govt has begun to move in the right direction, without diversion or dilution. #PMInLokSabha  https://t.co/gVfA0rSYrD"
BJP,bjp4india,"In 2014, the nation had chosen us as an experiment. But in 2019, the people who reign supreme in a democracy have reposed their faith in us after evaluating our performance. There is no greater satisfaction than being rewarded on the basis of your work: PM Modi #PMInLokSabha"
BJP,bjp4india,LIVE: PM @narendramodi's reply to the Motion of Thanks on the President's Address in the Lok Sabha.  https://t.co/yOFzrfjpUb
BJP,bjp4india,Shri @drrajdeeproy's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/9GgnlOcc7L
BJP,bjp4india,Smt. @PoonambenMaadam's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/oFcOp66r25
BJP,bjp4india,Shri @DilipGhoshBJP's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/ac3GNyn5bd
BJP,bjp4india,Shri @PCMohanMP's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/7lhdZCz8v5
BJP,bjp4india,Shri @Tejasvi_Surya's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/zSqxLR4NHk
BJP,bjp4india,Smt. @dreamgirlhema's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/bRjg6Khv2L
BJP,bjp4india,Dr. @drkiritpsolanki's speech on Motion of Thanks on the President's Address in Lok Sabha on 24.06.2019.   https://t.co/qwiSkiDczu
BJP,bjp4india,"Smart Command and Control Centers (SCCCs) has been developed as the brain and nervous systems of the city. SCCCs is operational in 16 Smart Cities designed to centrally regulate public transport, Sanitation, water, sewer, security and safety. #TransformingUrbanLandscape  https://t.co/5GrWDLAA3Z"
BJP,bjp4india,Four years of Smart Cities: Smart Mobility.   Promoting non-motorised transport and last mile connectivity. #TransformingUrbanLandscape  https://t.co/Uk6jJd5Mqf
BJP,bjp4india,Four years of Smart Cities: Developing local markets to boost economy. #TransformingUrbanLandscape  https://t.co/YI2hPhQrUL
BJP,bjp4india,Four years of Smart Cities: Smart Cities redeveloping the slum areas in the city. #TransformingUrbanLandscape  https://t.co/aIJG7MSuPn
BJP,bjp4india,Four years of Smart Cities: Smart Cities restoring city identity and culture. #TransformingUrbanLandscape  https://t.co/3bB9bvkpNE
BJP,bjp4india,Four years of Smart Cities: Smart Cities developing universally accessible and vibrant public spaces. #TransformingUrbanLandscape  https://t.co/EAxagqKQp5
BJP,bjp4india,"Four years of Smart Cities: Rooftops of public buildings and spaces are being utilized to harness solar energy, improve energy security and sustainability. #TransformingUrbanLandscape  https://t.co/LEbOpUtMWz"
BJP,bjp4india,Four years of Smart Cities: Vibrant urban spaces to enhance community living. #TransformingUrbanLandscape  https://t.co/ysHjwVxZU5
BJP,bjp4india,"Four years of Smart Cities: Leveraging technology for quick decision making, leakage control and 24x7 Water supply. #TransformingUrbanLandscape  https://t.co/080VAXaKRB"
BJP,bjp4india,"Four years of Smart Cities: Smart Cities gathering momentum. Projects worth ₹ 89,000 Crore started/completed. #TransformingUrbanLandscape  https://t.co/x0lhxg9AzP"
BJP,bjp4india,"Four years of Smart Cities: Smart Roads.   Technical changes in road designs are improving walkability and cyclability, facilitating ease of living. #TransformingUrbanLandscape  https://t.co/fgp2viLRPY"
BJP,bjp4india,Four years of PM Awas Yojana (U): 13 lakh houses constructed across India using new technologies. #TransformingUrbanLandscape  https://t.co/8NlfunYkKo
BJP,bjp4india,Four years of Smart Cities: Smart Cities in the making for New India. #TransformingUrbanLandscape  https://t.co/HHyOoHwwfm
BJP,bjp4india,Smart cities promoting citizen friendly mobility infrastructure. #TransformingUrbanLandscape  https://t.co/3saZOhbO6W
BJP,bjp4india,Four years of PM Awas Yojana (U): 81 lakh houses sanctioned.  #TransformingUrbanLandscape  https://t.co/kpJJH7byav
BJP,bjp4india,Four years of PM Awas Yojana (U): Credit linked subsidy scheme. #TransformingUrbanLandscape  https://t.co/zaVTQin17O
BJP,bjp4india,Four years of PM Awas Yojana (U): Before and After #TransformingUrbanLandscape  https://t.co/j0Y4feqWAB
BJP,bjp4india,Four years of PM Awas Yojana (U): Promoting Investment.   Total investment of Rs. 4.83 lakh crore in construction sector in projects under PMAY(U).  #TransformingUrbanLandscape  https://t.co/tDx9QqXYw6
BJP,bjp4india,"BJP National President and Home Minister Shri @AmitShah, Defence Minister Shri @rajnathsingh and BJP Working President Shri @JPNadda paid last respects to @BJP4Rajasthan President Shri Madanlal Saini in New Delhi.  https://t.co/HnoKv5n7WN"
BJP,bjp4india,Shri @ramkripalmp's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/QTetNzjVPx
BJP,bjp4india,Shri @ch_dharambir's speech on Motion of Thanks on the President's Address in Lok Sabha.   https://t.co/PgA0UoWYGY
BJP,bjp4india,Smt. @RitaBJoshi's speech on Motion of Thanks on the President's Address in Lok Sabha.   https://t.co/Qg5ERTQEcT
BJP,bjp4india,Shri @BJPShivPShukla's speech on Motion of Thanks on the President's Address in Rajya Sabha.   https://t.co/WlJQtCoY4U
BJP,bjp4india,Smt. Sampatiya Uikey's speech on Motion of Thanks on the President's Address in Rajya Sabha.   https://t.co/TbRPgZ3u1e
BJP,bjp4india,Rare audio excerpt from a speech of Dr. Syama Prasad Mookerjee on 17.12.1947 in which he had opposed an amendment that the resolution (to frame the Constitution) could not be passed until both Indian States and Muslim League were enabled to attended the Constituent Assembly.  https://t.co/DhBqFm6Mml
BJP,bjp4india,Shri @GaneshSingh_in's speech on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/MdMS92wCxQ
BJP,bjp4india,Smt. @DrHeena_Gavit on the discussion on Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/SLYkN6ODIS
BJP,bjp4india,Shri Pratap Chandra Sarangi moves the Motion of Thanks on the President's Address in Lok Sabha.  https://t.co/OjVuv3l4Zk
BJP,bjp4india,"External Affairs Minister Shri @DrSJaishankar joined BJP in the presence of BJP National Working President Shri @JPNadda at BJP Parliamentary Office, New Delhi.  https://t.co/7BBgqnl51b"
BJP,bjp4india,Watch LIVE: Shri @JPNadda moves the Motion of Thanks on the President's Address in Rajya Sabha.  https://t.co/la44JZHvzH
BJP,bjp4india,"Supreme Court has elaborately dealt with the Aadhaar Act and has held that Aadhaar is a valid law, it's in national interest &amp; it does not violate privacy. People of India are accepting Aadhaar: Shri @rsprasad while introducing The Aadhaar and Other Laws (Amendment) Bill, 2019.  https://t.co/WxO2YZZ2Ta"
BJP,bjp4india,"The whole country demanded an inquiry into the mysterious death of Dr. Syama Prasad Mookerjee, but history is witness that Pandit Nehru did not order any inquiry. Dr. Mookerjee's sacrifice will never go in vain, BJP is committed to this cause: BJP Working President Shri @JPNadda  https://t.co/WFpQ2ZJ3n6"
BJP,bjp4india,"BJP National President and Home Minister Shri @AmitShah, BJP Working President Shri @JPNadda pay tributes to Dr Syama Prasad Mookerjee on his Martyrdom Day at BJP Headquarters.  https://t.co/CzDgeHy5w6"
BJP,bjp4india,BJP Working President Shri @JPNadda pays tributes to Dr. Syama Prasad Mookerjee on his Martyrdom Day.  https://t.co/k5QQFa1Vyt
BJP,bjp4india,Prime Minister Shri @narendramodi invites you to share your ideas for the 54th episode of #MannKiBaat on 30 June 2019 at  https://t.co/bBaCPNgKFh  You may also share your inputs by dialing the toll-free number 1800-11-7800.  https://t.co/im9LD0Cr6P
BJP,bjp4india,The party has decided that Shri Ashwini Baishnab will be Bharatiya Janata Party's candidate for the upcoming bypolls to the Rajya Sabha from Odisha.
BJP,bjp4india,"BJP National President Shri @AmitShah has expressed deep grief at the death of two people in Police firing in Bhatpara, West Bengal and constituted a 3-member committee. The committee will visit the place of this incident and submit its report to him.  https://t.co/6WlaGpgqHm"
BJP,bjp4india,"“Triple Talaq is not an issue of politics, prayer or religion; it is an issue of justice, dignity and empowerment of women.”  Law Minister Shri @rsprasad introduces #TripleTalaqBill in Lok Sabha, 21.06.2019  https://t.co/xNSMgqUAnq"
BJP,bjp4india,BJP National Working President Shri @JPNadda performs Yoga on the occasion of #InternationalDayofYoga in New Delhi. #YogaDay2019  https://t.co/IrgfReBtQl
BJP,bjp4india,"Watch LIVE: Shri @AmitShah addressing at #InternationalDayofYoga program in Rohtak, Haryana. #YogaDay2019  https://t.co/5eEa3ePD6G"
BJP,bjp4india,"Home Minister and BJP National President Shri @AmitShah performs Yoga at #InternationalDayofYoga program in Rohtak, Haryana. #YogaDay2019  https://t.co/YY5gnVbqAG"
BJP,bjp4india,Prime Minister Shri @narendramodi performs yoga at Prabhat Tara ground in Ranchi on  #YogaDay2019 #InternationalDayofYoga  https://t.co/DLLkmqxQWm
